post,aspect,polarity
বসের জন্য বার্সেলোনা বারসেস আর্জেন্টিনা বিশ্বকাপ আয়োজনের জোর দাবি! মাননীয় ফিফা বিষয়টা আশা করি ভেবে দেখবেন!,sports,neutral
প্রত্যেক ধর্মের অনুসারীরা মনে করে তার ধর্মই শ্রেষ্ট,religion,positive
দ্বীনি ভাইবোনদের প্রতি একটি হৃদয়স্পর্শী অনুরোধ,religion,positive
চুলকানি শুরু হয়েছে,other,negative
আহাম্মক শফী একজন খুনীকে সমর্থন করেছে.....,other,negative
এই নিউজের উদ্দেশ্য হলো সামনে নির্বাচন।,politics,neutral
পিঠের চামরা থাকবে না সিইসি এর,other,negative
এথেইস্টরা নাকি সন্ত্রাসী কর্মকান্ডকে সমর্থন করে,religion,negative
দোয়া করি আপনার কথায় আল্লা যেন সবাইকে হেদায়েত করেন।,religion,positive
এইচ টি ইমাম তুই কোন চ্যাটের বাল,politics,negative
মদ খা তোরা মদ খা মদ খেলে মানুষ হবি,other,negative
মাল এর পো মাল,other,negative
জনগনের ভোটের অধিকার কেড়ে নেওয়ার সহযোগী হওয়ার চেয়ে বেইশ্যার দালালী অনেক সম্মান জনক ।।,politics,negative
কউমি মৌলবীদের কাজ হলো ফ্যাসাদ সৃষ্টি করা।,religion,negative
ইসি যা করে তাতেই আওয়ামীলীগ সমর্থন দেয়,politics,neutral
আপনার বড়হুজুর কি অমানুষ ? তার স্মরণে নাই,other,negative
তফসিল ঘোষণার পর ঐক্যফ্রন্ট কোন পথে এগোবে?,politics,neutral
তাহলে বাংলাদেশ যে রোহিংগাদের স্বাগত জানাচ্ছে তার পরিণতি কি হবে,religion,neutral
"কাদের সিদ্দিকীর গায়ে, মুজিব কোট মানায় না",politics,negative
"আপনি অবসর নিয়ে রাজনিতি করেন, সাকিব অবসর নিয়ে টি টুয়েন্টি খেলে বেরাক পৃথিবীময়।",sports,neutral
"নবীজি পুরাই দুইমুখী,শুধু মজা দেয়",religion,negative
"মনে রাখিস, এই দিন দিন নয় আরো দিন আছে,এক মাঘে শীত যায় না,",other,negative
